i,target
133,0.49982739435040724
134,0.49978239966847615
135,0.4994927700352055
136,0.49972114640399856
137,0.5003968228461064
138,0.49993212987053254
139,0.4999120902222775
140,0.49976765351221303
141,0.4993819848099466
142,0.5004032506578109
143,0.5001714713298802
144,0.5000005671598563
145,0.5002573015214631
146,0.49997977129845955
147,0.5001230736888115
148,0.4998470558920914
149,0.49984365293295374
150,0.5001098399588317
151,0.49960695821960205
152,0.49992948312453656
153,0.49996994052761745
154,0.5003344352619163
155,0.5000206068081113
156,0.5002255405695116
157,0.49945684991097483
158,0.500405519297236
159,0.49993969200194954
160,0.4999355328296702
161,0.500433121076908
162,0.49960884875245626
163,0.500119292623103
164,0.4996719925497881
165,0.4999933831350101
166,0.5000236316606781
167,0.5000304375789534
168,0.4998217227518445
169,0.5001673121576009
170,0.5003506938444628
171,0.49986633932720476
172,0.500237261873208
173,0.5004947524479565
174,0.500006238758419
175,0.5004108127892279
176,0.49977937481590934
177,0.4998508369577999
178,0.49946932742781286
179,0.49962094816272345
180,0.4997960115050267
181,0.49985197127751246
182,0.5002111725198194
183,0.5000663577031841
184,0.5001627748787507
185,0.5001831926335766
186,0.49958956531734294
187,0.5001412228042122
188,0.4993676167602543
189,0.4994749990263756
190,0.5002085257738235
191,0.5003525843773171
192,0.49979903635759354
193,0.5006546915274258
194,0.4999499008793625
195,0.5005408814496001
196,0.4998285286701198
197,0.49984667778552055
198,0.5001245861150949
199,0.49966291799208773
200,0.49978391209475953
201,0.4998591553023586
202,0.49995368194507095
203,0.5001589938130422
204,0.5000198505949696
205,0.5000542582929169
206,0.4996893854520472
207,0.5000924470565726
208,0.49994233874794547
209,0.4999948955612935
210,0.5001151334508237
211,0.4996406097044076
212,0.4996406097044076
213,0.5001480287224875
214,0.5003385944341957
215,0.49958578425163447
216,0.5003525843773171
217,0.4998810854834679
218,0.4998553742366501
219,0.49990339377114795
220,0.500059173678338
221,0.49985877719578775
222,0.5000145571029777
223,0.5002591920543172
224,0.49964439077011613
225,0.4999215428865487
226,0.49971055942001474
227,0.4996213262692943
228,0.49984592157237884
229,0.49988789140174317
230,0.4994772676658007
231,0.5003964447395356
232,0.5000092636109859
233,0.49984214050667036
234,0.49951885938859414
235,0.4996980819031767
236,0.5003287636633535
237,0.49987579199147597
238,0.5001450038699208
239,0.4998742795651926
240,0.5002164660118112
241,0.5003030524165358
242,0.4999389357888078
243,0.4999143588617026
244,0.5001177801968196
245,0.5001688245838842
246,0.4999691843144758
247,0.4999816618313138
248,0.499453825058408
249,0.4996893854520472
250,0.5006078063126405
251,0.5001253423282366
252,0.5004327429703371
253,0.49974458901139124
254,0.49991549318141515
255,0.4994485315664161
256,0.5001037902536981
257,0.5001453819764916
258,0.5003968228461064
259,0.5001438695502082
260,0.499797902037881
261,0.5004387926754708
262,0.49935702977627056
263,0.49948293926436343
264,0.4998844884426055
265,0.5007874069337939
266,0.5003941761001105
267,0.49978164345533443
268,0.499571794308513
269,0.49997485591303853
270,0.5000500991206376
271,0.5000266565132448
272,0.4996931665177557
273,0.49998052751160127
274,0.5001177801968196
275,0.49964628130297034
276,0.50014462576335
277,0.5005605429912843
278,0.499883354122893
279,0.5003805642635599
280,0.4994697055343837
281,0.5000708949820343
282,0.4999136026485609
283,0.49939899960563483
284,0.5000470742680707
285,0.4996814452140594
286,0.5000179600621153
287,0.49962321680214855
288,0.5004592104302966
289,0.5000950938025687
290,0.4999548162647835
291,0.5001918890847061
292,0.5004932400216731
293,0.500368086746722
294,0.5001083275325484
295,0.49987049849948406
296,0.499923433419403
297,0.499692410304614
298,0.5000500991206376
299,0.4999858210035931
300,0.499629644613853
301,0.49981567304671093
302,0.49956650081652115
303,0.5001487849356292
304,0.49983495648182424
305,0.5002213813972324
306,0.5003257388107868
307,0.4995562919391082
308,0.5000882878842934
309,0.4997536635690916
310,0.49982058843213195
311,0.5003056991625318
312,0.49942660138530687
313,0.4998118919810024
314,0.4998996127054395
315,0.49989923459886865
316,0.4997805091356219
317,0.5003522062707463
318,0.5004369021426165
319,0.49985650855636266
320,0.5005904134103814
321,0.49966216177894607
322,0.5002792317025723
323,0.5001737399693053
324,0.5002194908643781
325,0.5001374417385037
326,0.5003469127787543
327,0.4997385393062576
328,0.4997415641588244
329,0.4996833357469136
330,0.5003590121890216
331,0.5007942128520692
332,0.49969732569003505
333,0.4995812469727843
334,0.500478115758839
335,0.49998733342987656
336,0.5002062571343984
337,0.49980432984958545
338,0.499928348804824
339,0.500676621708535
340,0.49988184169660954
341,0.5002849033011351
342,0.4996341818927032
343,0.49986028962207113
344,0.5002368837666371
345,0.5004066536169486
346,0.49964476887668696
347,0.5001729837561636
348,0.4996810671074885
349,0.4998553742366501
350,0.5000708949820343
351,0.5002796098091431
352,0.4993732883588171
353,0.5000618204243339
354,0.5002890624734144
355,0.4999616221830588
356,0.49992229909969044
357,0.5005302944656164
358,0.4999196523536945
359,0.5000731636214594
360,0.4998001706773061
361,0.49984365293295374
362,0.4999279706982532
363,0.49912184748920224
364,0.4995415457828451
365,0.5000470742680707
366,0.5003212015319366
367,0.5003540968036004
368,0.4999831742575972
369,0.49980357363644373
370,0.5000028357992814
371,0.49992494584568636
372,0.49993704525595356
373,0.4996126298181648
374,0.49975555410194583
375,0.4999355328296702
376,0.49964023159783677
377,0.4996368286386991
378,0.50001115414384
379,0.4997022410754561
380,0.49991398075513177
381,0.5003805642635599
382,0.4999480103465082
383,0.4997033753951686
384,0.4997237931499945
385,0.5000996310814189
386,0.5005802045329685
387,0.5001835707401474
388,0.49982815056354896
389,0.4996077144327437
390,0.49986596122063387
391,0.5007855164009397
392,0.5001325263530827
393,0.49987503577833425
394,0.5002077695606818
395,0.500084128712014
396,0.5001325263530827
397,0.49991700560769853
398,0.500111730491686
399,0.5001778991415846
400,0.5001412228042122
401,0.5005083642845071
402,0.49990793104999814
403,0.4990564350524453
404,0.49959410259619313
405,0.5000962281222812
406,0.49963985349126594
407,0.4997007286491727
408,0.5001177801968196
409,0.5003177985727989
410,0.5001911328715644
411,0.499978636978747
412,0.49976803161878386
413,0.49996502514219643
414,0.49997523401960936
415,0.49980357363644373
416,0.5004864341033978
417,0.5001952920438437
418,0.499712449952869
419,0.4997162310185775
420,0.49989847838572693
421,0.5001196707296739
422,0.49988411033603464
423,0.5001816802072931
424,0.5001616405590381
425,0.49984365293295374
426,0.49954494874198274
427,0.5000206068081113
428,0.5000610642111922
429,0.49977483753705915
430,0.49963985349126594
431,0.49983268784239915
432,0.4997623600202211
433,0.5004365240360457
434,0.5000432932023623
435,0.4999166275011277
436,0.500237261873208
437,0.49991398075513177
438,0.4998243694978404
439,0.5008997045853362
440,0.5003903950344021
441,0.49992683637854063
442,0.49968257953377193
443,0.5004879465296812
444,0.5003450222459
445,0.49979298665245997
446,0.4998485683183748
447,0.5006777560282476
448,0.4999669156750507
449,0.49996502514219643
450,0.4999816618313138
451,0.5000519896534918
452,0.5000724074083177
453,0.5004894589559645
454,0.499923433419403
455,0.49999149260215586
456,0.5009072667167532
457,0.4995812469727843
458,0.5001952920438437
459,0.5003491814181794
460,0.5002754506368638
461,0.5005643240569928
462,0.49962851029414046
463,0.4995029789126184
464,0.49997523401960936
465,0.5003155299333738
466,0.4998428967198121
467,0.4997305990682698
468,0.5001139991311111
469,0.4999824180444555
470,0.4999574630107794
471,0.5003382163276248
472,0.5000606861046213
473,0.49977105647135067
474,0.50057642346726
475,0.5004951305545273
476,0.5005703737621263
477,0.499403536884485
478,0.5001707151167385
479,0.5002788535960014
480,0.5005809607461101
481,0.49985650855636266
482,0.5001276109676617
483,0.4998527274906541
484,0.4997687878319256
485,0.49992003046026534
486,0.49975631031508755
487,0.5003053210559609
488,0.5001113523851152
489,0.4999570849042086
490,0.4999858210035931
491,0.499986199110164
492,0.5003669524270093
493,0.499966159461909
494,0.5000160695292611
495,0.49984214050667036
496,0.49980357363644373
497,0.5001374417385037
498,0.5004803843982641
499,0.5000402683497954
500,0.499742698478537
